Publication,Publication date,News url,Article #,Sentence #,Sentence,Word,Pos,Chunk,NER_tag,Mapping,Target,Opinion,Aspect,Sentiment,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
Financial Times,1/20/2011,https://www.ft.com/content/c3a8f469-d3b4-3ff4-af31-f77759540066,77,10,,"['Laura', 'Ashley', ""'s"", 'shares', 'are', 'lightly', 'traded', ',', 'with', 'a', 'free-float', 'of', 'only', '28', 'per', 'cent', '.']","['NNP', 'NNP', 'POS', 'NNS', 'VBP', 'RB', 'VBN', ',', 'IN', 'DT', 'NN', 'IN', 'RB', 'CD', 'NN', 'NN', '.']","['B-NP', 'I-NP', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'I-VP', 'O', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c3a8f469-d3b4-3ff4-af31-f77759540066,77,11,,"['The', 'group', ""'s"", 'chairman', ',', 'Kay', 'Peng', 'Khoo', ',', 'and', 'related', 'parties', 'control', '61', 'per', 'cent', 'of', 'the', 'shares', '.']","['DT', 'NN', 'POS', 'NN', ',', 'NNP', 'NNP', 'NNP', ',', 'CC', 'JJ', 'NNS', 'VBP', 'CD', 'NN', 'NN', 'IN', 'DT', 'NNS', '.']","['B-NP', 'I-NP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'O', 'O', 'B-NP', 'I-NP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c3a8f469-d3b4-3ff4-af31-f77759540066,77,12,,"['Analysts', 'said', 'this', 'could', 'magnify', 'the', 'effect', 'of', 'the', 'announcement', 'on', 'the', 'group', ""'s"", 'shares', '.']","['NNS', 'VBD', 'DT', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'POS', 'NNS', '.']","['B-NP', 'B-VP', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c3a8f469-d3b4-3ff4-af31-f77759540066,77,13,,"['The', 'group', 'has', 'been', 'refocusing', 'itself', 'from', 'fashion', 'towards', 'homewares', 'since', 'its', 'chief', 'executive', 'Lillian', 'Tan', 'took', 'up', 'the', 'reins', 'five', 'years', 'ago', '.']","['DT', 'NN', 'VBZ', 'VBN', 'VBG', 'PRP', 'IN', 'NN', 'IN', 'NNS', 'IN', 'PRP$', 'JJ', 'NN', 'NNP', 'NNP', 'VBD', 'RP', 'DT', 'NNS', 'CD', 'NNS', 'RB', '.']","['B-NP', 'I-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'B-SBAR', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'B-PRT', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'B-ADVP', 'O']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c3a8f469-d3b4-3ff4-af31-f77759540066,77,14,,"['The', 'shares', ',', 'which', 'closed', 'on', 'Thursday', 'at', '23', '¼', 'p', ',', 'have', 'now', 'risen', 'nearly', '70', 'per', 'cent', 'over', 'the', 'past', 'year', ',', 'but', 'are', 'still', 'far', 'below', 'their', 'peak', 'in', 'the', 'mid-1990s', ',', 'when', 'they', 'rose', 'above', '200p', '.']","['DT', 'NNS', ',', 'WDT', 'VBD', 'IN', 'NNP', 'IN', 'CD', 'NN', 'NN', ',', 'VBP', 'RB', 'VBN', 'RB', 'CD', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'CC', 'VBP', 'RB', 'RB', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'CD', ',', 'WRB', 'PRP', 'VBD', 'IN', 'CD', '.']","['B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'O', 'B-VP', 'B-ADVP', 'B-ADVP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-ADVP', 'B-NP', 'B-VP', 'B-PP', 'B-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,1,,"['Samsung', 'Electronics', 'has', 'bought', 'a', 'Dutch', 'maker', 'of', 'display', 'technology', 'for', 'e-readers', 'in', 'the', 'latest', 'sign', 'the', 'world', ""'s"", 'biggest', 'technology', 'company', 'by', 'sales', 'is', 'overcoming', 'a', 'long', 'aversion', 'to', 'mergers', 'and', 'acquisitions', '.']","['NNP', 'NNPS', 'VBZ', 'VBN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', 'IN', 'NNS', 'IN', 'DT', 'JJS', 'NN', 'DT', 'NN', 'POS', 'JJS', 'NN', 'NN', 'IN', 'NNS', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'CC', 'NNS', '.']","['B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']",,['Samsung Electronics'],[' Samsung Electronics has bought a Dutch maker'],['corporate'],[0.07003616],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,2,,"['The', 'deal', 'to', 'buy', 'Liquavista', 'illustrates', 'Samsung', ""'s"", 'move', 'away', 'from', 'insistence', 'on', 'making', 'components', 'in-house', 'and', 'a', 'recognition', 'that', 'it', 'will', 'need', 'to', 'grow', 'through', 'international', 'acquisitions', '.']","['DT', 'NN', 'TO', 'VB', 'NNP', 'VBZ', 'NNP', 'POS', 'NN', 'RB', 'IN', 'NN', 'IN', 'VBG', 'NNS', 'RB', 'CC', 'DT', 'NN', 'IN', 'PRP', 'MD', 'VB', 'TO', 'VB', 'IN', 'JJ', 'NNS', '.']","['B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'B-VP', 'B-NP', 'B-NP', 'I-NP', 'B-ADVP', 'B-PP', 'B-NP', 'B-PP', 'B-VP', 'B-NP', 'B-ADVP', 'O', 'B-NP', 'I-NP', 'B-SBAR', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,"['Liquavista', 'Samsung']","["" The deal to buy Liquavista Liquavista illustrates Samsung 's move"", "" The deal to buy Liquavista Liquavista illustrates Samsung 's move""]","['corporate', 'corporate']","[0.1349437, 0.1349437]",,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,3,,"['Samsung', 'has', 'been', 'notoriously', 'wary', 'of', 'such', 'expansion', 'since', 'its', 'unsuccessful', 'purchase', 'of', 'AST', 'in', 'the', 'late', '1990s', '.']","['NNP', 'VBZ', 'VBN', 'RB', 'JJ', 'IN', 'JJ', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'NNS', '.']","['B-NP', 'B-VP', 'I-VP', 'B-ADJP', 'I-ADJP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,"['Samsung', 'AST']","[' Samsung has been notoriously wary', ' Samsung has been notoriously wary']","['corporate', 'corporate']","[-0.8914042999999999, -0.8914042999999999]",,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,4,,"['The', 'South', 'Korean', 'company', 'was', 'forced', 'to', 'close', 'the', 'California-based', 'computer', 'maker', 'after', 'a', 'mass', 'defection', 'of', 'research', 'talent', 'and', 'a', 'string', 'of', 'losses', '.']","['DT', 'JJ', 'JJ', 'NN', 'VBD', 'VBN', 'TO', 'VB', 'DT', 'NNP', 'NN', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', 'NN', 'CC', 'DT', 'NN', 'IN', 'NNS', '.']","['B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,5,,"['Liquavista', ""'s"", 'display', 'technology', 'is', 'used', 'for', 'devices', 'such', 'as', 'e-readers', ',', 'mobile', 'phones', 'and', 'media', 'players', '.']","['NNP', 'POS', 'NN', 'NN', 'VBZ', 'VBN', 'IN', 'NNS', 'JJ', 'IN', 'NNS', ',', 'JJ', 'NNS', 'CC', 'NN', 'NNS', '.']","['B-NP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'B-PP', 'I-PP', 'B-NP', 'O', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']",,['Liquavista'],"["" Liquavista 's display technology is used for devices""]",['markets'],[0.06370911],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,6,,"['Samsung', 'is', 'not', 'producing', 'panels', 'for', 'e-readers', 'yet', 'but', 'it', 'may', 'enter', 'this', 'business', 'using', 'Liquavista', ""'s"", 'panels', ',', 'analysts', 'said', '.']","['NNP', 'VBZ', 'RB', 'VBG', 'NNS', 'IN', 'NNS', 'RB', 'CC', 'PRP', 'MD', 'VB', 'DT', 'NN', 'VBG', 'NNP', 'POS', 'NNS', ',', 'NNS', 'VBD', '.']","['B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'B-PP', 'B-NP', 'B-ADVP', 'O', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'B-VP', 'B-NP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,"['Samsung', 'Liquavista']","[' Samsung is not producing panels for e-readers', "" this business using Liquavista 's panels""]","['corporate', 'corporate']","[-0.016825529, 0.06026797]",,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,7,,"['The', 'Liquavista', 'deal', ',', 'for', 'which', 'Samsung', 'did', 'not', 'disclose', 'financial', 'details', ',', 'comes', 'hard', 'on', 'the', 'heels', 'of', 'a', 'similar', 'agreement', 'to', 'buy', 'Medison', ',', 'a', 'South', 'Korean', 'medical', 'equipment', 'maker', '.']","['DT', 'NNP', 'NN', ',', 'IN', 'WDT', 'NNP', 'VBD', 'RB', 'VB', 'JJ', 'NNS', ',', 'VBZ', 'RB', 'IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'TO', 'VB', 'NNP', ',', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'NN', '.']","['B-NP', 'I-NP', 'I-NP', 'O', 'B-PP', 'B-NP', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'O', 'B-VP', 'B-ADVP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,"['Liquavista', 'Samsung', 'Medison']","[' which Samsung did not disclose financial details', ' which Samsung did not disclose financial details', ' a similar agreement to buy Medison']","['corporate', 'corporate', 'stock']","[-0.015624586499999999, -0.015624586499999999, 0.15519305]",,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,8,,"['""', 'There', 'seems', 'to', 'be', 'a', 'clear', 'change', 'in', 'their', 'approach', 'towards', 'growth', 'as', 'they', 'try', 'to', 'diversify', 'their', 'business', 'by', 'entering', 'new', 'areas', ',""', 'said', 'Kang', 'Chung-won', ',', 'an', 'analyst', 'at', 'Daishin', 'Securities', '.']","['``', 'EX', 'VBZ', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'NN', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'PRP$', 'NN', 'IN', 'VBG', 'JJ', 'NNS', ',', 'VBD', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'NNP', 'NNP', '.']","['O', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'B-SBAR', 'B-NP', 'B-VP', 'I-VP', 'I-VP', 'B-NP', 'I-NP', 'B-PP', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['Daishin Securities'],[' said Kang Chung-won'],['stock'],[0.115449324],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,9,,"['""', 'They', 'can', 'secure', 'technology', 'through', 'organic', 'growth', 'but', 'it', 'takes', 'time', '.']","['``', 'PRP', 'MD', 'VB', 'NN', 'IN', 'JJ', 'NN', 'CC', 'PRP', 'VBZ', 'NN', '.']","['O', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'B-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,10,,"['They', 'are', 'considering', 'M', '&', 'As', 'for', 'more', 'efficiency', 'and', 'time-saving', 'and', 'I', 'think', 'they', 'will', 'become', 'more', 'aggressive', 'in', 'chasing', 'such', 'opportunities', ',', 'given', 'their', 'huge', 'cash', 'reserves', '.', '""']","['PRP', 'VBP', 'VBG', 'NNP', 'CC', 'NNPS', 'IN', 'JJR', 'NN', 'CC', 'NN', 'CC', 'PRP', 'VBP', 'PRP', 'MD', 'VB', 'RBR', 'JJ', 'IN', 'VBG', 'JJ', 'NNS', ',', 'VBN', 'PRP$', 'JJ', 'NN', 'NNS', '.', ""''""]","['B-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'B-NP', 'B-VP', 'I-VP', 'B-ADJP', 'I-ADJP', 'B-PP', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,"['Samsung', 'Consumer Electronics Show']","[' confirmed at the Consumer Electronics Show', ' confirmed at the Consumer Electronics Show']","['stock', 'stock']","[0.02604368, 0.02604368]",,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,11,,"['Choi', 'Gee-sung', ',', 'Samsung', ""'s"", 'chief', 'executive', ',', 'confirmed', 'at', 'the', 'Consumer', 'Electronics', 'Show', 'in', 'Las', 'Vegas', 'earlier', 'this', 'month', 'that', 'the', 'company', 'would', 'seek', 'more', 'overseas', 'acquisitions', '.']","['NNP', 'NNP', ',', 'NNP', 'POS', 'JJ', 'NN', ',', 'VBD', 'IN', 'DT', 'NNP', 'NNPS', 'NNP', 'IN', 'NNP', 'NNP', 'RBR', 'DT', 'NN', 'IN', 'DT', 'NN', 'MD', 'VB', 'JJR', 'JJ', 'NNS', '.']","['B-NP', 'I-NP', 'O', 'B-NP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'B-NP', 'I-NP', 'I-NP', 'B-SBAR', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'I-NP', 'I-NP', 'O']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['Samsung'],[' Samsung is involved in many business areas'],['corporate'],[0.034738757],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c76f847c-1a94-11e0-b100-00144feab49a,78,12,,"['""', 'As', 'Samsung', 'is', 'involved', 'in', 'many', 'business', 'areas', ',', 'it', 'cannot', 'do', 'them', 'all', 'alone', '.']","['``', 'IN', 'NNP', 'VBZ', 'VBN', 'IN', 'JJ', 'NN', 'NNS', ',', 'PRP', 'MD', 'VB', 'PRP', 'DT', 'JJ', '.']","['O', 'B-SBAR', 'B-NP', 'B-VP', 'B-ADJP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'I-VP', 'B-NP', 'B-NP', 'B-ADVP', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,[nan],[nan],[nan],[nan],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,78,13,,"['It', 'needs', 'many', 'partners', ',""', 'he', 'said', '.']","['PRP', 'VBZ', 'JJ', 'NNS', 'NFP', 'PRP', 'VBD', '.']","['B-NP', 'B-VP', 'B-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'O']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,"['Samsung', 'M & A', 'Clairvoyante']","[' Samsung appeared willing willing to return to M & A', ' Samsung appeared willing willing to return to M & A', ' 2008 by acquiring the intellectual property assets']","['markets', 'markets', 'corporate']","[0.8761334999999999, 0.8761334999999999, 0.089061685]",,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,78,14,,"['Samsung', 'appeared', 'willing', 'to', 'return', 'to', 'M', '&', 'A', 'in', '2008', 'by', 'acquiring', 'the', 'intellectual', 'property', 'assets', 'of', 'Clairvoyante', ',', 'a', 'US', 'licensing', 'company', '.']","['NNP', 'VBD', 'JJ', 'TO', 'VB', 'IN', 'NNP', 'CC', 'NNP', 'IN', 'CD', 'IN', 'VBG', 'DT', 'JJ', 'NN', 'NNS', 'IN', 'NNP', ',', 'DT', 'NNP', 'NN', 'NN', '.']","['B-NP', 'B-VP', 'B-ADJP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-VP', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'O']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['Transchip'],[' it bought Transchip'],['corporate'],[0.03251913],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,78,15,,"['The', 'year', 'before', 'it', 'bought', 'Transchip', ',', 'a', 'small', 'Israeli', 'non-memory', 'chip', 'developer', ',', 'its', 'first', 'cross-border', 'acquisition', 'in', 'a', 'decade', '.']","['DT', 'NN', 'IN', 'PRP', 'VBD', 'NNP', ',', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'NN', ',', 'PRP$', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']","['B-NP', 'I-NP', 'B-ADVP', 'B-NP', 'B-VP', 'B-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'I-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'I-NP', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O']",,['Samsung'],"["" other companies has been Samsung 's""]",['corporate'],[0.0051319133],,,,,,,,,,
Financial Times,1/20/2011,https://www.ft.com/content/c7b7e4aa-1e91-11e0-87d2-00144feab49a,78,16,,"['One', 'of', 'the', 'greatest', 'challenges', 'for', 'integration', 'with', 'other', 'companies', 'has', 'been', 'Samsung', ""'s"", 'highly', 'conservative', 'and', 'Korea-centred', 'corporate', 'culture', ',', 'which', 'has', 'resulted', 'in', 'difficulty', 'integrating', 'international', 'staff', '.']","['CD', 'IN', 'DT', 'JJS', 'NNS', 'IN', 'NN', 'IN', 'JJ', 'NNS', 'VBZ', 'VBN', 'NNP', 'POS', 'RB', 'JJ', 'CC', 'JJ', 'JJ', 'NN', ',', 'WDT', 'VBZ', 'VBN', 'IN', 'NN', 'VBG', 'JJ', 'NN', '.']","['B-NP', 'B-PP', 'B-NP', 'I-NP', 'I-NP', 'B-PP', 'B-NP', 'B-PP', 'B-NP', 'I-NP', 'B-VP', 'I-VP', 'B-NP', 'B-NP', 'B-ADJP', 'I-ADJP', 'O', 'B-NP', 'I-NP', 'I-NP', 'O', 'B-NP', 'B-VP', 'I-VP', 'B-PP', 'B-NP', 'B-VP', 'B-NP', 'I-NP', 'O']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']",,['Samsung'],[' Samsung has ready funds'],['corporate'],[0.06242032],,,,,,,,,,
